"","Row.names","beta","lambda","logL","resid","BL","BW","BD","KD","WC","TL","y","migration"
"1","Tyrannus_albogularis",-8.8381140251589,0.980164060309488,-50.7366498075799,1.4114500740802,1.4114500740802,0.705242509335894,0.305347998747997,-3.02590647805259,0.0266421047945471,-43.4760020283315,"migratory","migratory"
"2","Tyrannus_caudifasciatus_bahamensis",-8.8381140251589,0.980164060309488,-50.7366498075799,-0.0332478570903447,-0.0332478570903447,-1.10857474228806,-1.32227205191564,-8.13429663519499,-14.6220249554714,-45.8450153693069,"sedentary","sedentary"
"3","Tyrannus_caudifasciatus_caudifasciatus",-8.8381140251589,0.980164060309488,-50.7366498075799,-0.856657440110602,-0.856657440110602,-1.71903492443943,-1.75011342195979,-9.79081780788827,-19.3590591749579,-44.8643558927225,"sedentary","sedentary"
"4","Tyrannus_caudifasciatus_caymanensis",-8.8381140251589,0.980164060309488,-50.7366498075799,1.31817855517281,1.31817855517281,-1.19112931828627,-1.57015748583642,-12.0306730376957,-20.1859941139894,-42.3039835251071,"sedentary","sedentary"
"5","Tyrannus_caudifasciatus_flavescens",1.29671990566812,0.980164060309488,-50.7366498075799,-0.800837416527632,-0.800837416527632,-2.30856295520522,-1.98989310257668,-10.2615416588512,-19.0943844798003,-46.6862177307998,"sedentary","sedentary"
"6","Tyrannus_caudifasciatus_gabbii",-8.8381140251589,0.980164060309488,-50.7366498075799,0.269307186318734,0.269307186318734,-0.8621086180032,-1.25773497261953,-10.5574902648014,-15.0282649313182,-52.1266527644741,"sedentary","sedentary"
"7","Tyrannus_caudifasciatus_jamaicensis",1.29671990566812,0.980164060309488,-50.7366498075799,1.40214489668703,1.40214489668703,-0.945099801987109,-1.21870387790655,-10.1748778873077,-20.8639873579804,-46.2573661666756,"sedentary","sedentary"
"8","Tyrannus_caudifasciatus_taylori",1.29671990566812,0.980164060309488,-50.7366498075799,-1.42304933634553,-1.42304933634553,-1.39295825980892,-1.83914401667408,-9.10400275212502,-13.8164905162643,-37.0225479802624,"sedentary","sedentary"
"9","Tyrannus_couchii",-8.8381140251589,0.980164060309488,-50.7366498075799,0.35691185991401,0.35691185991401,1.27576162690145,0.475084115486959,-1.99561042364022,2.88187870263681,-40.3526733123801,"partial","partial"
"10","Tyrannus_crassirostris_crassirostris",-8.8381140251589,0.980164060309488,-50.7366498075799,2.15624072688965,2.15624072688965,2.9695020195266,2.61970982253501,3.57033383962515,12.2963548368845,-35.4239609325194,"migratory","migratory"
"11","Tyrannus_crassirostris_pompalis",1.29671990566812,0.980164060309488,-50.7366498075799,2.3149135749989,2.3149135749989,2.65486483676438,2.61415927407657,4.31685718366084,12.1230912150061,-38.203759082197,"migratory","migratory"
"12","Tyrannus_cubensis",1.29671990566812,0.980164060309488,-50.7366498075799,5.27509698158573,5.27509698158573,3.11259928725604,2.39208927187267,0.252516249225863,5.77084154458711,-33.1140687837536,"sedentary","sedentary"
"13","Tyrannus_dominicensis_dominicensis",-8.8381140251589,0.980164060309488,-50.7366498075799,5.38505817784528,5.38505817784528,2.55131917396641,1.97631740403371,0.830908577710659,2.57921076348821,-49.5541941158713,"migratory","migratory"
"14","Tyrannus_dominicensis_vorax",1.29671990566812,0.980164060309488,-50.7366498075799,6.86922304010432,6.86922304010432,3.87296517274472,2.46089904720514,-1.09300238883139,2.5667519587044,-45.2951093683952,"sedentary","sedentary"
"15","Tyrannus_forficatus",1.29671990566812,0.980164060309488,-50.7366498075799,-2.29890816366896,-2.29890816366896,-1.13471034233276,-0.695136203896158,13.6051134273227,9.79720400747917,85.2991885256972,"migratory","migratory"
"16","Tyrannus_melancholicus_despotes",1.29671990566812,0.980164060309488,-50.7366498075799,3.38353250520973,3.38353250520973,1.74106550872505,1.40763882033371,-0.36286196132361,4.03041270240264,-44.4164596545934,"sedentary","sedentary"
"17","Tyrannus_melancholicus_melancholicus",-8.8381140251589,0.980164060309488,-50.7366498075799,3.07748373256597,3.07748373256597,1.57921299303673,1.20389439081813,-1.67170162844058,5.00463534878551,-43.372619386763,"partial","partial"
"18","Tyrannus_melancholicus_satrapa",-8.8381140251589,0.980164060309488,-50.7366498075799,1.76669822501122,1.76669822501122,1.18226311243482,0.396758042799946,-3.94053912421513,-0.0114398461964953,-43.0579177920258,"partial","partial"
"19","Tyrannus_niveigularis",1.29671990566812,0.980164060309488,-50.7366498075799,0.166385329736011,0.166385329736011,0.305956356728624,-0.248132047507847,-7.34561476632503,-6.47752561463339,-59.5843959661938,"partial","partial"
"20","Tyrannus_savana_circumdatus",1.29671990566812,0.980164060309488,-50.7366498075799,-1.68712351365665,-1.68712351365665,-1.52731206666232,-0.782537435172781,1.5877171194467,-2.85732705372347,91.4750298158684,"sedentary","sedentary"
"21","Tyrannus_savana_monachus_CA",-8.8381140251589,0.980164060309488,-50.7366498075799,-2.27920594478618,-2.27920594478618,-1.29313506605147,-0.624828256758497,0.944672602717723,-2.82109765133157,131.93548744213,"sedentary","sedentary"
"22","Tyrannus_savana_monachus_SA",1.29671990566812,0.980164060309488,-50.7366498075799,-1.81404194006958,-1.81404194006958,-1.37104067220463,-0.474784192881873,1.77452783252515,-6.28416271230002,123.055115074515,"sedentary","sedentary"
"23","Tyrannus_savana_sanctaemartae",-8.8381140251589,0.980164060309488,-50.7366498075799,-1.91822191648661,-1.91822191648661,-1.78056870297042,-0.704563873498755,3.26380398156225,-2.51948801714238,100.683253236438,"sedentary","sedentary"
"24","Tyrannus_savana_savana",1.29671990566812,0.980164060309488,-50.7366498075799,-2.95130349007368,-2.95130349007368,-1.47684009742811,-0.772317115789666,5.6169932684838,1.97734764143418,98.8731679777912,"migratory","migratory"
"25","Tyrannus_tyrannus",1.29671990566812,0.980164060309488,-50.7366498075799,-1.41461381272154,-1.41461381272154,-0.294492038339909,-0.223594468213042,6.00061903732551,6.07308064155127,-56.6149388511022,"migratory","migratory"
"26","Tyrannus_verticalis",-8.8381140251589,0.980164060309488,-50.7366498075799,-2.63451455234913,-2.63451455234913,-1.11168379710034,-0.487030450592262,8.93076597886049,13.3958478611548,-45.4537051565799,"migratory","migratory"
"27","Tyrannus_vociferans_vociferans",1.29671990566812,0.980164060309488,-50.7366498075799,-1.70100570895647,-1.70100570895647,-0.468415373709398,-0.352625062927328,5.86743409308875,14.0756493002449,-44.363130938642,"partial","partial"
"28","Tyrannus_vociferans_xenopterus",-8.8381140251589,0.980164060309488,-50.7366498075799,-2.17957929669332,-2.17957929669332,-0.950969949707607,-0.830510496848107,6.27105769058804,14.5716801417269,-43.3020990944422,"sedentary","sedentary"
